id,subset,prompt,has_instruction,has_examples,has_constraints,has_style,has_context,num_examples,instruction_length,total_tokens,prompt_length,word_count,num_sentences,num_components
super_glue_cb_GPT_3_style_10,super_glue_cb_GPT_3_style,"``Do you mind if I use your phone?'' Ronni could see that Guido's brain was whirring.
Question: Guido's brain was whirring True, False, or Neither?",True,False,False,False,False,0.0,0.13,0.05,147,25,3,1
super_glue_cb_GPT_3_style_11,super_glue_cb_GPT_3_style,"``Look, lady, give me a break. I just deliver the stuff, I don't interview it for the Sunday papers.'' He waved the paper at her and even at a distance she could see that it said very little.
Question: the paper said very little True, False, or Neither?",True,False,False,False,False,0.0,0.245,0.096,253,48,4,1
super_glue_cb_GPT_3_style_12,super_glue_cb_GPT_3_style,"``You 've heard something like that before. Haven't you, Jimmy?'' Jimmy had been shaken by those sounds more shaken than the others for good reason but Cardiff could see that he was unprepared to show it as he pushed himself away from the reception counter.
Question: Jimmy was unprepared to show he had been shaken True, False, or Neither?",True,False,False,False,False,0.0,0.3,0.118,340,59,4,1
super_glue_cb_GPT_3_style_13,super_glue_cb_GPT_3_style,"It was Alan's idea. He made a sour kind of joke out of it, that they must wait until their wedding night. Carolyn agreed because she could see he meant it although she didn't understand why.
Question: Alan meant it True, False, or Neither?",True,False,True,False,False,0.0,0.13,0.088,239,44,4,2
super_glue_cb_GPT_3_style_14,super_glue_cb_GPT_3_style,"And why bother to write anyway? What was there to say? Mary had some vague idea that Adam's parents might suspect he was down here and come to see him.
Question: Adam was down here True, False, or Neither?",True,False,False,False,False,0.0,0.195,0.078,205,39,4,1
super_glue_cb_GPT_3_style_15,super_glue_cb_GPT_3_style,"``And you're not having this dress,'' Nora said, bending down to look at the price tag. ``It's two and a half guineas!'' she hissed at Louise who could tell that she was genuinely appalled.
Question: Nora was genuinely appalled True, False, or Neither?",True,False,False,False,False,0.0,0.22,0.086,252,43,4,1
super_glue_cb_GPT_3_style_16,super_glue_cb_GPT_3_style,"She said good morning to Alice and Alice said hallo. She was thin and rather tall with a very lined gentle face and hair that was white but which Alice could see had once been blonde. She could also have told this was Tina's mother before Mrs Darne went off down the passage that led to the Headmaster's Flat.
Question: this was Tina's mother True, False, or Neither?",True,False,False,False,False,0.0,0.34,0.136,367,68,4,1
super_glue_cb_GPT_3_style_17,super_glue_cb_GPT_3_style,"She might have sat all afternoon, nibbling and stuporous, exhausted but not sleepy. But the glazier finally came down from the upper floor, cheerfully announcing that all was now right and tight and he would be on his way. Maggie could tell that he would have liked to stop for a chat that he felt sorry for her left on her own but she lacked either her grandmother's grace or her mother's energy so she did not offer him tea.
Question: the glazier would have liked to stop for a chat True, False, or Neither?",True,False,False,False,False,0.0,0.475,0.19,509,95,4,1
super_glue_cb_GPT_3_style_18,super_glue_cb_GPT_3_style,"Jim waited. He waited a long time, and when the young doctor finally came out, it was almost dark. Jim could nonetheless tell by his anxious face that something was wrong.
Question: something was wrong True, False, or Neither?",True,False,False,False,False,0.0,0.195,0.078,226,39,4,1
super_glue_cb_GPT_3_style_19,super_glue_cb_GPT_3_style,"``Yes?'' ``Nathan?'' He could tell it was long-distance the line was so gravelly and hollow but he didn't recognise the voice.
Question: the call was long-distance True, False, or Neither?",True,False,False,True,False,0.0,0.06,0.06,188,30,4,2
super_glue_cb_GPT_3_style_20,super_glue_cb_GPT_3_style,"Chopra stood unsteadily on his feet. The shapechanger bounded around with excitement. Chopra could tell something had happened.
Question: something had happened True, False, or Neither?",True,False,False,False,False,0.0,0.13,0.052,185,26,4,1
super_glue_cb_GPT_3_style_21,super_glue_cb_GPT_3_style,"It seemed impossible that anyone could endure such pain for so long, but at last the doors of the Renault slammed and there was comparative silence. The engine was started up, revving violently as the car was turned round on the narrow road. John could tell that it was being driven back up the hill towards Putna.
Question: the car was being driven back up the hill towards Putna True, False, or Neither?",True,False,False,False,False,0.0,0.365,0.146,405,73,4,1
super_glue_cb_GPT_3_style_22,super_glue_cb_GPT_3_style,"Just when you think you 've got it straight, along comes the Fool with his pig's bladder and whops you on the nose. By the way, I'm no idiot. I could tell Gillian and Stuart weren't thrilled to see me at the airport.
Question: Gillian and Stuart weren't thrilled to see her at the airport True, False, or Neither?",True,False,False,False,False,0.0,0.295,0.118,313,59,4,1
super_glue_cb_GPT_3_style_23,super_glue_cb_GPT_3_style,"He's weird enough to have undressed me without thinking, according to some mad notion of the ``proper'' thing to do. Perhaps he thought I couldn't lie in bed with my clothes on.
Question: she couldn't lie in bed with her clothes on True, False, or Neither?",True,False,False,False,False,0.0,0.23,0.092,256,46,3,1
super_glue_cb_GPT_3_style_24,super_glue_cb_GPT_3_style,"That is to say, I did not take sufficient account of the fact that at that time of the day, what Mr Farraday enjoys is a conversation of a lighthearted, humorous sort. Knowing this to be his likely mood when I brought in the tea yesterday afternoon, and being aware of his general propensity to talk with me in a bantering tone at such moments, it would certainly have been wiser not to have mentioned Miss Kenton at all. But you will perhaps understand that there was a natural tendency on my part in asking what was after all a generous favour from my employer to hint that there was a good professional motive behind my request.
Question: there was a natural tendency on her part to hint that there was a good professional motive behind her request True, False, or Neither?",True,False,False,True,False,0.0,0.475,0.284,776,142,4,2
super_glue_cb_GPT_3_style_25,super_glue_cb_GPT_3_style,"But don't dilly-dally for too long. Once it's published we are all going to look a little risible if we have made no adjustments to what is after all known as being predominantly my own design of gallery. Also I am a bit older than the rest of you but you can perhaps understand that I don't want to drop dead without a proper and public recantation.
Question: he doesn't want to drop dead without a proper and public recantation True, False, or Neither?",True,False,False,False,False,0.0,0.42,0.168,454,84,4,1
super_glue_cb_GPT_3_style_26,super_glue_cb_GPT_3_style,"I should dearly have liked to know whether they were Europeans or Americans, but I couldn't hear the accents. They appeared to be arguing. I hoped the white men weren't telling him to eliminate all witnesses because I don't believe it would have needed much persuasion.
Question: eliminating all witnesses would have needed much persuasion True, False, or Neither?",True,False,True,False,False,0.0,0.2,0.118,364,59,4,2
super_glue_cb_GPT_3_style_27,super_glue_cb_GPT_3_style,"But the damage was done as far as my faith was concerned, which is probably why I went mad. So anyway, that Christmas Eve night confirmed my worst fears, it was like a kind of ``royal flush'' for the infant Jimbo. All three kings - Pa Santa and the King of Kings - all down the pan together... And to be honest I don't believe any of them stands a chance of ever making a comeback with me.
Question: any of the three kings stands a chance of ever making a comeback with him True, False, or Neither?",True,False,False,False,False,0.0,0.49,0.196,498,98,7,1
super_glue_cb_GPT_3_style_28,super_glue_cb_GPT_3_style,"He had seen something I should have, which was a car turning in from Soho Square and coming up behind me. My right foot hovered over the accelerator pedal and I balanced Armstrong on the clutch. I wasn't as convinced as Malpass that Nevil was out of harm's way.
Question: Nevil was out of harm's way True, False, or Neither?",True,False,True,False,False,0.0,0.195,0.12,324,60,4,2
super_glue_cb_GPT_3_style_29,super_glue_cb_GPT_3_style,"Jed wondered. He 'd scarcely set eyes on him since the night they 'd had dinner together at the house in Westwood. Nobody had mentioned him either and Jed didn't feel he should ask.
Question: Jed should ask True, False, or Neither?",True,False,True,False,False,0.0,0.11,0.084,231,42,4,2
super_glue_cb_GPT_3_style_30,super_glue_cb_GPT_3_style,"Yet what good came from knowing that a woman had killed herself? The children who had suffered a trauma would survive the experience, scarred by it and a little flawed by it. They would never forget that for a week they had imagined the act of murder had been committed.
Question: for a week the children had imagined the act of murder had been committed True, False, or Neither?",True,False,False,False,False,0.0,0.345,0.138,379,69,4,1
super_glue_cb_GPT_3_style_31,super_glue_cb_GPT_3_style,"Nora calculated that there must be lots of single men up there so she decided it was ideal for the ``manhunt'', as we called it, even though the train fare was a serious consideration. I remember we went up to Euston together one Saturday morning, very excited, to buy the ticket in advance. It was a secret - if my parents had known she was going away alone they would have soon put the kybosh on it.
Question: Nora was going away alone True, False, or Neither?",True,False,True,False,False,0.0,0.265,0.174,462,87,4,2
super_glue_cb_GPT_3_style_32,super_glue_cb_GPT_3_style,"His mother driving the car, so happy, young-looking and fashionably dressed and his father, a big, confident man in a smart suit, smiling and turning round to say something to Simon in the back seat. Marie thought of her own mother with her frumpy clothes and ageing, lined face. No one would have guessed that she was only forty-two.
Question: Marie's mother was only forty-two True, False, or Neither?",True,False,False,False,False,0.0,0.345,0.138,403,69,4,1
super_glue_cb_GPT_3_style_33,super_glue_cb_GPT_3_style,"``I hope you are settling down and the cat is well.'' This was a lie. She did not hope the cat was well.
Question: the cat was well True, False, or Neither?",True,False,False,False,False,0.0,0.165,0.064,156,32,4,1
super_glue_cb_GPT_3_style_34,super_glue_cb_GPT_3_style,"Jane ate without pausing. Hunger was an unknown experience. She had never imagined it could actually hurt.
Question: hunger could actually hurt True, False, or Neither?",True,False,False,False,False,0.0,0.13,0.052,168,26,4,1
super_glue_cb_GPT_3_style_35,super_glue_cb_GPT_3_style,"Miss Martindale had had a school, but her rigid ideas and stern manner had frightened the children, and their parents had taken them away. And gradually the school declined, until she had to give it up and retire to end her days in the white cottage with the inevitable cat as her only companion. Breeze had never imagined that digging was such hard work.
Question: digging was such hard work True, False, or Neither?",True,False,False,False,False,0.0,0.37,0.148,417,74,4,1
super_glue_cb_GPT_3_style_36,super_glue_cb_GPT_3_style,"``You don't need to worry. We're quite adequately chaperoned. Rosa is a woman of strict moral principles.'' If she knows I'm in here she's probably hovering outside the door right now.
Question: he's in here True, False, or Neither?",True,False,False,False,False,0.0,0.2,0.078,232,39,5,1
super_glue_cb_GPT_3_style_37,super_glue_cb_GPT_3_style,"I said you were mad to come over at this time. It's a world event. Don't you know that Venice is packed with visitors?
Question: Venice is packed with visitors True, False, or Neither?",True,False,False,False,False,0.0,0.17,0.068,184,34,4,1
super_glue_cb_GPT_3_style_38,super_glue_cb_GPT_3_style,"And what she had said, and went on saying quietly, calmly, efficiently, was that she loved Maggie. She paid attention. At eight Maggie had not known that her grandmother was famous but she had seen that people had something in their manner when they looked at Rachel.
Question: Maggie's grandmother was famous True, False, or Neither?",True,False,False,False,False,0.0,0.28,0.112,334,56,4,1
super_glue_cb_GPT_3_style_39,super_glue_cb_GPT_3_style,"They 'd seen Miss Lavant on the promenade and about the town, always walking slowly, sometimes with a neat wicker basket. Kate had often thought she was beautiful. She hadn't known she was in love with Dr Greenslade who had a wife already and three children.
Question: Miss Lavant was in love with Dr Greenslade True, False, or Neither?",True,False,False,False,False,0.0,0.295,0.118,336,59,4,1
super_glue_cb_GPT_3_style_40,super_glue_cb_GPT_3_style,"Did he intend everyone in the castle to know he did not want the wife he had married in such a hurry? Did he intend to ignore her completely? Then Isabel saw Ellen's stunned face and realised that her maid at least did not know she had spent the night alone.
Question: Isabel had spent the night alone True, False, or Neither?",True,False,False,False,False,0.0,0.31,0.124,326,62,4,1
super_glue_cb_GPT_3_style_41,super_glue_cb_GPT_3_style,"Most of them young, about his age, stood and talked and drank and laughed. The two girls he had noticed earlier were standing talking to some other girls. Graham hoped they all realised that just because he was standing talking to Slater that didn't mean he was gay too.
Question: Graham was gay too True, False, or Neither?",True,False,False,False,False,0.0,0.29,0.116,324,58,4,1
super_glue_cb_GPT_3_style_42,super_glue_cb_GPT_3_style,"He said that maybe I wasn't ready to join the Party just yet. Terry's passion for equality appealed to my purer mind, and his hatred of existing authority appealed to my resentments. But although I hated inequality it didn't mean I wanted to be treated like everyone else.
Question: he wanted to be treated like everyone else True, False, or Neither?",True,False,False,False,False,0.0,0.305,0.122,350,61,4,1
super_glue_cb_GPT_3_style_43,super_glue_cb_GPT_3_style,"``Oh, my poor Folly... We 've been together for five years, Lexy and I - she practically holds that company together. Of course I gave her an ``A''. But that doesn't mean I'm having an affair with her.
Question: he is having an affair with Lexy True, False, or Neither?",True,False,False,False,False,0.0,0.25,0.1,269,50,7,1
super_glue_cb_GPT_3_style_44,super_glue_cb_GPT_3_style,"Nevertheless, her heart sank at the thought of spending an evening with him in his present state of mind, and she was tempted to invent a sore throat in order to get out of it. But he had been very helpful over the Puddephat business, she admitted to herself, and his moods were unpredictable - he might be on top of the world by the time he arrived at the cinema. ``I'm still keen if you are '' she said brightly pretending she had not noticed anything was amiss.
Question: something was amiss True, False, or Neither?",True,False,False,False,False,0.0,0.485,0.194,519,97,4,1
super_glue_cb_GPT_3_style_45,super_glue_cb_GPT_3_style,"What must it be like to be imprisoned here, day after day, month after month? I wonder, does he keep them chained and manacled, thought Fenella, or does he use sorcery? And so utterly immersed was she in this strange blue and green land that was not feeling strange any more that she did not even notice that she was weighing sorcery against steel chains and seriously considering the likely outcome.
Question: Fenella was weighing sorcery against steel chains True, False, or Neither?",True,False,True,False,False,0.0,0.34,0.166,485,83,4,2
super_glue_cb_GPT_3_style_46,super_glue_cb_GPT_3_style,"Strasbourg, Vienna, Bucharest, Istanbul, not stopping, not looking back. I saw her tossing newly gauffred curls as the open roadster headed east, away from Ollie... Temporarily I managed to re-erect my jocular facade, but inside I was panicking. He could take her away I thought he could just do that he has such power to hurt me this little furry creature who hasn't even noticed that I 've given up the weed.
Question: he has given up the weed True, False, or Neither?",True,False,False,False,False,0.0,0.415,0.166,470,83,7,1
super_glue_cb_GPT_3_style_47,super_glue_cb_GPT_3_style,"It - the tractor, the boys and the bulbs in the earth - knew she had chosen for them and was coming back to them. Of course there was still love, there was healthy, growing love and its name was called Work. She had fallen in love with it so slowly and gently and sweetly that she had never noticed it had happened.
Question: falling in love had happened True, False, or Neither?",True,False,False,False,False,0.0,0.365,0.146,379,73,4,1
super_glue_cb_GPT_3_style_48,super_glue_cb_GPT_3_style,"After the twelfth dot, two thirds of the way down the page, the transcript of this long session tails away into blank paper. I suppose what's happened is this. He has gone on staring out of the window thinking and she has gone on staring at him waiting with such absorption that neither of them noticed the tape had run out.
Question: the tape had run out True, False, or Neither?",True,False,False,False,False,0.0,0.355,0.142,380,71,4,1
super_glue_cb_GPT_3_style_49,super_glue_cb_GPT_3_style,"``His name is Matthew Blake,'' Mandy informed Charity as they descended the steps from their cabin on to the paved pathway that led to the lodge. Thankfully she hadn't even noticed that Charity had changed from the blue wrap-around skirt and was now wearing red shorts with her white silk blouse.
Question: Charity had changed from the blue wrap-around skirt True, False, or Neither?",True,False,False,False,False,0.0,0.32,0.128,383,64,3,1
amazon_polarity_Is_this_product_review_positive_0,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Stuning even for the non-gamer
Review: This sound track was beautiful! It paints the senery in your mind so well I would recomend it even to people who hate vid. game music! I have played the game Chrono Cross but out of all of the games I have ever played it has the best music! It backs away from crude keyboarding and takes a fresher step with grate guitars and soulful orchestras. It would impress anyone who cares to listen! ^_^
Answer: ",True,False,False,False,False,0.0,0.44,0.176,482,88,7,1
amazon_polarity_Is_this_product_review_positive_1,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: The best soundtrack ever to anything.
Review: I'm reading a lot of reviews saying that this is the best 'game soundtrack' and I figured that I'd write a review to disagree a bit. This in my opinino is Yasunori Mitsuda's ultimate masterpiece. The music is timeless and I'm been listening to it for years now and its beauty simply refuses to fade.The price tag on this is pretty staggering I must say, but if you are going to buy any cd for this much money, this is the only one that I feel would be worth every penny.
Answer: ",True,False,True,False,False,0.0,0.345,0.21,565,105,6,2
amazon_polarity_Is_this_product_review_positive_2,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Amazing!
Review: This soundtrack is my favorite music of all time, hands down. The intense sadness of ""Prisoners of Fate"" (which means all the more if you've played the game) and the hope in ""A Distant Promise"" and ""Girl who Stole the Star"" have been an important inspiration to me personally throughout my teen years. The higher energy tracks like ""Chrono Cross ~ Time's Scar~"", ""Time of the Dreamwatch"", and ""Chronomantique"" (indefinably remeniscent of Chrono Trigger) are all absolutely superb as well.This soundtrack is amazing music, probably the best of this composer's work (I haven't heard the Xenogears soundtrack, so I can't say for sure), and even if you've never played the game, it would be worth twice the price to buy it.I wish I could give it 6 stars.
Answer: ",True,False,False,False,False,0.0,0.695,0.274,816,137,7,1
amazon_polarity_Is_this_product_review_positive_3,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Excellent Soundtrack
Review: I truly like this soundtrack and I enjoy video game music. I have played this game and most of the music on here I enjoy and it's truly relaxing and peaceful.On disk one. my favorites are Scars Of Time, Between Life and Death, Forest Of Illusion, Fortress of Ancient Dragons, Lost Fragment, and Drowned Valley.Disk Two: The Draggons, Galdorb - Home, Chronomantique, Prisoners of Fate, Gale, and my girlfriend likes ZelbessDisk Three: The best of the three. Garden Of God, Chronopolis, Fates, Jellyfish sea, Burning Orphange, Dragon's Prayer, Tower Of Stars, Dragon God, and Radical Dreamers - Unstealable Jewel.Overall, this is a excellent soundtrack and should be brought by those that like video game music.Xander Cross
Answer: ",True,False,True,False,False,0.0,0.565,0.252,799,126,8,2
amazon_polarity_Is_this_product_review_positive_4,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Remember, Pull Your Jaw Off The Floor After Hearing it
Review: If you've played the game, you know how divine the music is! Every single song tells a story of the game, it's that good! The greatest songs are without a doubt, Chrono Cross: Time's Scar, Magical Dreamers: The Wind, The Stars, and the Sea and Radical Dreamers: Unstolen Jewel. (Translation varies) This music is perfect if you ask me, the best it can be. Yasunori Mitsuda just poured his heart on and wrote it down on paper.
Answer: ",True,False,False,False,False,0.0,0.475,0.19,537,95,6,1
amazon_polarity_Is_this_product_review_positive_5,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: an absolute masterpiece
Review: I am quite sure any of you actually taking the time to read this have played the game at least once, and heard at least a few of the tracks here. And whether you were aware of it or not, Mitsuda's music contributed greatly to the mood of every single minute of the whole game.Composed of 3 CDs and quite a few songs (I haven't an exact count), all of which are heart-rendering and impressively remarkable, this soundtrack is one I assure you you will not forget. It has everything for every listener -- from fast-paced and energetic (Dancing the Tokage or Termina Home), to slower and more haunting (Dragon God), to purely beautifully composed (Time's Scar), to even some fantastic vocals (Radical Dreamers).This is one of the best videogame soundtracks out there, and surely Mitsuda's best ever. ^_^
Answer: ",True,False,False,False,False,0.0,0.76,0.3,881,150,6,1
amazon_polarity_Is_this_product_review_positive_6,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Buyer beware
Review: This is a self-published book, and if you want to know why--read a few paragraphs! Those 5 star reviews must have been written by Ms. Haddon's family and friends--or perhaps, by herself! I can't imagine anyone reading the whole thing--I spent an evening with the book and a friend and we were in hysterics reading bits and pieces of it to one another. It is most definitely bad enough to be entered into some kind of a ""worst book"" contest. I can't believe Amazon even sells this kind of thing. Maybe I can offer them my 8th grade term paper on ""To Kill a Mockingbird""--a book I am quite sure Ms. Haddon never heard of. Anyway, unless you are in a mood to send a book to someone as a joke---stay far, far away from this one!
Answer: ",True,False,True,False,False,0.0,0.685,0.294,794,147,10,2
amazon_polarity_Is_this_product_review_positive_7,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Glorious story
Review: I loved Whisper of the wicked saints. The story was amazing and I was pleasantly surprised at the changes in the book. I am not normaly someone who is into romance novels, but the world was raving about this book and so I bought it. I loved it !! This is a brilliant story because it is so true. This book was so wonderful that I have told all of my friends to read it. It is not a typical romance, it is so much more. Not reading this book is a crime, becuase you are missing out on a heart warming story.
Answer: ",True,False,False,False,False,0.0,0.56,0.226,578,113,10,1
amazon_polarity_Is_this_product_review_positive_8,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: A FIVE STAR BOOK
Review: I just finished reading Whisper of the Wicked saints. I fell in love with the caracters. I expected an average romance read, but instead I found one of my favorite books of all time. Just when I thought I could predict the outcome I was shocked ! The writting was so descriptive that my heart broke when Julia's did and I felt as if I was there with them instead of just a distant reader. If you are a lover of romance novels then this is a must read. Don't let the cover fool you this book is spectacular!
Answer: ",True,False,True,False,False,0.0,0.48,0.222,580,111,8,2
amazon_polarity_Is_this_product_review_positive_9,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Whispers of the Wicked Saints
Review: This was a easy to read book that made me want to keep reading on and on, not easy to put down.It left me wanting to read the follow on, which I hope is coming soon. I used to read a lot but have gotten away from it. This book made me want to read again. Very enjoyable.
Answer: ",True,False,False,False,False,0.0,0.36,0.142,357,71,6,1
amazon_polarity_Is_this_product_review_positive_10,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: The Worst!
Review: A complete waste of time. Typographical errors, poor grammar, and a totally pathetic plot add up to absolutely nothing. I'm embarrassed for this author and very disappointed I actually paid for this book.
Answer: ",True,False,False,False,False,0.0,0.215,0.086,272,43,5,1
amazon_polarity_Is_this_product_review_positive_11,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Great book
Review: This was a great book,I just could not put it down,and could not read it fast enough. Boy what a book the twist and turns in this just keeps you guessing and wanting to know what is going to happen next. This book makes you fall in love and can heat you up,it can also make you so angery. this book can make you go throu several of your emotions. This is a quick read romance. It is something that you will want to end your day off with if you read at night.
Answer: ",True,False,False,False,False,0.0,0.52,0.208,526,104,7,1
amazon_polarity_Is_this_product_review_positive_12,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Great Read
Review: I thought this book was brilliant, but yet realistic. It showed me that to error is human. I loved the fact that this writer showed the loving side of God and not the revengeful side of him. I loved how it twisted and turned and I could not put it down. I also loved The glass castle.
Answer: ",True,False,False,False,False,0.0,0.335,0.134,352,67,6,1
amazon_polarity_Is_this_product_review_positive_13,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Oh please
Review: I guess you have to be a romance novel lover for this one, and not a very discerning one. All others beware! It is absolute drivel. I figured I was in trouble when a typo is prominently featured on the back cover, but the first page of the book removed all doubt. Wait - maybe I'm missing the point. A quick re-read of the beginning now makes it clear. This has to be an intentional churning of over-heated prose for satiric purposes. Phew, so glad I didn't waste $10.95 after all.
Answer: ",True,False,False,False,False,0.0,0.51,0.202,548,101,10,1
amazon_polarity_Is_this_product_review_positive_14,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Awful beyond belief!
Review: I feel I have to write to keep others from wasting their money. This book seems to have been written by a 7th grader with poor grammatical skills for her age! As another reviewer points out, there is a misspelling on the cover, and I believe there is at least one per chapter. For example, it was mentioned twice that she had a ""lean"" on her house. I was so distracted by the poor writing and weak plot, that I decided to read with a pencil in hand to mark all of the horrible grammar and spelling. Please don't waste your money. I too, believe that the good reviews must have been written by the author's relatives. I will not put much faith in the reviews from now on!
Answer: ",True,True,True,False,False,0.1,0.555,0.28,748,140,10,3
amazon_polarity_Is_this_product_review_positive_15,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Don't try to fool us with fake reviews.
Review: It's glaringly obvious that all of the glowing reviews have been written by the same person, perhaps the author herself. They all have the same misspellings and poor sentence structure that is featured in the book. Who made Veronica Haddon think she is an author?
Answer: ",True,False,False,False,False,0.0,0.305,0.122,360,61,5,1
amazon_polarity_Is_this_product_review_positive_16,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: A romantic zen baseball comedy
Review: When you hear folks say that they don't make 'em like that anymore, they might be talking about ""BY THE SEA"". This is a very cool story about a young Cuban girl searching for idenity who stumbles into a coastal resort kitchen gig with a zen motorcycle maintenance man, three hysterical Italian chefs and a Latino fireballing right handed pitcher who plays on the team sponsored by the resort's owner. As is often the case she 'finds' herself through honest, often comical but always emotional, interaction with this sizzling roster of players. With the perfect mix of special effects, that salsa sound and flashbacks, BY THE SEA, gets 4 BIG stars from me!
Answer: ",True,False,False,False,False,0.0,0.63,0.252,743,126,5,1
amazon_polarity_Is_this_product_review_positive_17,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Fashionable Compression Stockings!
Review: After I had a DVT my doctor required me to wear compression stockings. I wore ugly white TED hose and yucky thick brown stockings. Then I found Jobst UltraSheer. They gave me the compression I needed (15-20,) but looked like regular pantyhose. Even though my blood clot has been gone for 4 years, I still buy these to wear as support stockings because they make my legs feel so nice.**Note, I have problems with the rubberized tops rolling down my thigh. I tried the Jobst adhesive, but I hated having my skin pulled all day. I bought an inexpensive garter belt and it works fine and helps keep the stockings from rolling.
Answer: ",True,False,False,False,False,0.0,0.62,0.246,714,123,10,1
